,AAPL,MSFT,GOOGL,AMZN,TSLA
2021-04-12,128.3890785627,247.4281869868,111.6901230999,168.9695,233.9933333333
2021-04-13,131.5097823162,249.9226761526,112.1782592243,170.0,254.1066666667
2021-04-14,129.1619174233,247.1187929817,111.5552761175,166.65,244.0766666667
2021-04-15,131.5782617089,250.8992009811,113.711832655,168.9545,246.2833333333
2021-04-16,131.2456475158,252.0981027507,113.5874350698,169.972,246.5933333333
2021-04-19,131.9108759021,250.1643902191,113.9362458987,168.6005,238.21
2021-04-20,130.2184566251,249.7002992115,113.4013362823,166.7345,239.6633333333
2021-04-21,130.5999846702,251.9434057482,113.3684953198,168.101,248.04
2021-04-22,129.0738724898,248.6464258817,112.0832194692,165.452,239.8966666667
2021-04-23,131.402171842,252.4945138197,114.4422952754,167.044,243.1333333333
2021-04-26,131.7934826575,252.881256326,114.9398856163,170.45,246.0666666667
2021-04-27,131.4706512347,253.2873359577,113.9969519203,170.8715,234.9133333333
2021-04-28,130.6782468333,246.1229310279,117.3835517805,172.925,231.4666666667
2021-04-29,130.5804191294,244.140875683,119.06142641,173.5655,225.6666666667
2021-04-30,128.6042995112,243.8218131153,117.1078867317,173.371,236.48
2021-05-03,129.660838713,243.5124191102,116.5893975964,169.3245,228.3
2021-05-04,125.0727194014,239.5773141083,114.7856326107,165.5935,224.5333333333
2021-05-05,125.3172886611,238.3010638374,115.1807193413,163.527,223.6466666667
2021-05-06,126.9216630046,241.453015264,116.3042783311,165.3185,221.18
2021-05-07,127.5966741613,244.0925328697,117.0297650481,164.5805,224.1233333333
2021-05-10,124.3041096487,238.9875317862,114.0352663766,159.5245,209.68
2021-05-11,123.3829755292,238.0690183336,112.9559929272,161.1955,205.7333333333
2021-05-12,120.3059955978,231.0786475317,109.4823147573,157.597,196.63
2021-05-13,122.4618414096,234.975078283,110.9148773488,158.0735,190.5633333333
2021-05-14,124.8920675974,239.925382364,113.3699880908,161.145,196.58
2021-05-17,123.7357502984,237.0538192545,113.8944483101,163.5195,192.2766666667
2021-05-18,122.3442498198,235.0234210963,112.5783218584,161.614,192.6233333333
2021-05-19,122.1874610335,235.6035348558,113.0276459362,161.59,187.82
2021-05-20,124.7548774094,238.8596547847,114.7916036947,162.384,195.5933333333
2021-05-21,122.9126091702,237.5901556457,114.1536928777,160.154,193.6266666667
2021-05-24,124.5490921274,243.026713027,117.4830698487,162.2495,202.1466666667
2021-05-25,124.3531061445,243.9376513405,117.5741288811,162.9525,201.5633333333
2021-05-26,124.3041096487,243.7147621787,118.4419264356,163.258,206.3766666667
2021-05-27,122.7656196831,241.6021605581,117.5646746646,161.5055,210.2833333333
2021-05-28,122.1090666404,241.9607213837,117.2745794959,161.1535,208.4066666667
2021-06-01,121.7856897686,239.7512114319,118.4852167953,160.9325,207.9666666667
2021-06-02,122.5500351019,239.6543031007,117.9582686243,161.6995,201.7066666667
2021-06-03,121.0605416319,238.1134606343,116.8133132498,159.3505,190.9466666667
2021-06-04,123.3633769309,243.0364038602,119.1017312277,160.311,199.6833333333
2021-06-07,123.37317623,245.9630354629,119.5361275953,159.9005,201.71
2021-06-08,124.1963173582,244.7613721558,119.3440577237,163.2055,201.1966666667
2021-06-09,124.5784900248,245.7498371343,119.8167685475,164.0575,199.5933333333
2021-06-10,123.5789615121,249.2869912237,121.1697166844,167.4825,203.3733333333
2021-06-11,124.794074606,249.9168953766,120.9244046464,167.3415,203.2966666667
2021-06-14,127.8612552382,251.8550620009,121.8553961742,169.1935,205.8966666667
2021-06-15,127.0381141101,250.3723645333,120.8343407947,169.1565,199.7866666667
2021-06-16,127.5378783665,249.4226628874,120.1904588935,170.7625,201.6233333333
2021-06-17,129.1449634262,252.8338361462,121.1567793356,174.462,205.5333333333
2021-06-18,127.8416566399,251.4092836774,119.5321468725,174.345,207.77
2021-06-21,129.6447276825,254.5103502763,121.2254468026,172.698,206.9433333333
2021-06-22,131.2910099388,257.3013102154,121.7409503958,175.272,207.9033333333
2021-06-23,131.0166295628,257.073575637,121.5384311271,175.191,218.8566666667
2021-06-24,130.7324498876,258.4448285237,121.9096335214,172.454,226.6066666667
2021-06-25,130.4384709132,256.8264593924,121.9180925572,170.073,223.9566666667
2021-06-28,132.0749538704,260.4120676474,121.9454600259,172.1945,229.5733333333
2021-06-29,133.5938452378,263.0092109241,121.6832299163,172.407,226.92
2021-06-30,134.2112010839,262.524669268,121.5011118515,172.008,226.5666666667
2021-07-01,134.5149793574,263.2030275865,121.8544009935,171.6485,225.9733333333
2021-07-02,137.1509908273,269.0659816252,124.6538442515,175.549,226.3
2021-07-06,139.169646451,269.0756724583,125.5818502372,183.787,219.86
2021-07-07,141.6684677329,271.2754915769,125.8644815509,184.829,214.8833333333
2021-07-08,140.3651609467,268.8430924634,124.4413731759,186.5705,217.6033333333
2021-07-09,142.1976298867,269.3470157857,124.9135864094,185.967,218.9833333333
2021-07-12,141.5998726389,268.7461841321,126.3635646628,185.9275,228.5666666667
2021-07-13,142.7169927414,272.2930290547,126.7278007923,183.868,222.8466666667
2021-07-14,146.1565467411,273.7757265223,127.6189850929,184.084,217.7933333333
2021-07-15,145.4999936984,272.3414832203,126.3929224929,181.56,216.8666666667
2021-07-16,143.4519401772,272.0701398929,126.358091169,178.6815,214.74
2021-07-19,139.5910163143,268.4457683054,123.9776189782,177.4795,215.4066666667
2021-07-20,143.2167569978,270.6843507565,125.6012562605,178.6595,220.1666666667
2021-07-21,142.4818095619,272.7000440458,126.9343007838,179.26,218.43
2021-07-22,143.8537114421,277.2934989455,127.8025959287,181.9015,216.42
2021-07-23,145.5783880916,280.7143630375,132.3739583906,182.832,214.46
2021-07-26,145.9997579548,280.1135313839,133.389042686,184.991,219.2066666667
2021-07-27,143.8243135447,277.6811322704,131.2643319304,181.3195,214.9266666667
2021-07-28,142.0702389978,277.3710256105,135.4381197099,181.516,215.66
2021-07-29,142.7169927414,277.6423689379,135.1231450241,179.996,225.7833333333
2021-07-30,142.9325773226,276.1015264715,134.0772101275,166.3795,229.0666666667
2021-08-02,142.5994011516,276.0143089735,134.2045932548,166.574,236.5566666667
2021-08-03,144.4024721942,278.2432005915,134.9763558735,168.312,236.58
2021-08-04,144.0007009293,277.652059771,134.4742872195,167.736,236.9733333333
2021-08-05,144.1084932199,280.5690005407,135.5948606672,168.7995,238.21
2021-08-06,143.4225422798,280.5108555419,135.0843329775,167.247,233.0333333333
2021-08-09,143.3734720245,279.4157913992,136.2531726883,167.0935,237.92
2021-08-10,142.8925835222,277.5842239392,136.147683536,166.034,236.6633333333
2021-08-11,143.1477488499,278.0784564284,135.622228136,164.6055,235.94
2021-08-12,146.121406323,280.8500347012,136.5328184598,165.175,240.75
2021-08-13,146.3275013953,283.7960479702,137.0637473536,164.6985,239.0566666667
2021-08-16,148.3099397107,285.4919437665,137.6429425104,164.9495,228.7233333333
2021-08-17,147.3972329616,284.018937132,136.0028847468,162.098,221.9033333333
2021-08-18,143.6384514032,282.2842780032,134.7962281701,160.061,229.6633333333
2021-08-19,143.9721291395,288.1488156813,135.0261149076,159.3875,224.49
2021-08-20,145.4344227483,295.5183257767,136.7671835104,159.9975,226.7533333333
2021-08-23,146.9261585104,295.7999012612,139.3665954513,163.2935,235.4333333333
2021-08-24,146.8378320508,293.8288728694,140.5807158831,165.289,236.1633333333
2021-08-25,145.6012616165,293.236593402,141.3942760905,164.959,237.0666666667
2021-08-26,144.796509429,290.4014195576,140.7588532251,165.8,233.72
2021-08-27,145.836798842,291.013118024,143.309998903,167.4815,237.3066666667
2021-08-30,150.2727499239,294.7706943177,143.8936723728,171.0785,243.6366666667
2021-08-31,149.0067373364,293.1103699089,144.0001567058,173.5395,245.24
2021-09-01,149.6740928089,293.0618224116,144.515660299,173.95,244.6966666667
2021-09-02,150.7928946304,292.4015764478,142.5964543541,173.156,244.13
2021-09-03,151.4308079497,292.3918669483,143.0467736126,173.9025,244.5233333333
2021-09-07,153.7763661545,291.4597549995,143.5851663615,175.4645,250.9733333333
2021-09-08,152.2257460861,291.4888834979,142.9985073495,176.275,251.29
2021-09-09,151.2050847752,288.6148716557,142.8492302473,174.208,251.62
2021-09-10,146.1999187315,287.1196087378,140.1970737303,173.4575,245.4233333333
2021-09-13,146.7691336933,288.3624246695,141.6465543933,172.8585,247.6666666667
2021-09-14,145.3657243909,291.0810845203,141.8575326979,172.5,248.1633333333
2021-09-15,146.2588030379,295.9649627522,143.7334482831,173.7895,251.9433333333
2021-09-16,146.0232658123,296.3533427309,142.9178977143,174.412,252.33
2021-09-17,143.3440298713,291.158760516,140.1214399984,173.126,253.1633333333
2021-09-20,140.2820459386,285.7505693129,138.0509665899,167.7865,243.39
2021-09-21,140.7629344409,286.2360442863,138.3629557337,167.1815,246.46
2021-09-22,143.1379347989,289.9062350848,139.6074291763,169.0025,250.6466666667
2021-09-23,144.0997118033,290.8577660326,140.5354351621,170.8,251.2133333333
2021-09-24,144.1880382629,290.6538665437,141.5296206632,171.276,258.13
2021-09-27,142.6668603477,285.6243458199,140.3921291439,170.29,263.7866666667
2021-09-28,139.2711986788,275.2837288875,135.1753920099,165.798,259.1866666667
2021-09-29,140.1740913769,275.7497848619,133.7060077332,165.056,260.4366666667
2021-09-30,138.8688225851,273.7302089728,133.0317728212,164.252,258.4933333333
2021-10-01,139.9974384577,280.7016295901,135.884955836,164.163,258.4066666667
2021-10-04,136.5527065335,274.8856394094,133.01535234,159.489,260.51
2021-10-05,138.4860745935,280.3715066082,135.3674618814,161.05,260.1966666667
2021-10-06,139.3595251384,284.5951388764,136.9020304928,163.1005,260.9166666667
2021-10-07,140.625537726,286.2845917836,138.5540304246,165.1215,264.5366666667
2021-10-08,140.2427897344,286.2845917836,139.1118291967,164.431,261.83
2021-10-11,140.1544632748,285.6826028167,138.2445292326,162.315,263.98
2021-10-12,138.8786366362,284.3718203886,135.7914088519,162.3665,268.5733333333
2021-10-13,138.2897935722,287.7021787058,136.9189485644,164.214,270.36
2021-10-14,141.0867981261,293.9550963625,140.4707484178,164.993,272.7733333333
2021-10-15,142.1467156412,295.3726832847,140.6867026257,170.451,281.01
2021-10-18,143.8249183735,298.3632091205,142.0899073871,172.337,290.0366666667
2021-10-19,145.9938236591,299.2759020704,142.54669532,172.2075,288.09
2021-10-20,146.4845262124,298.4797231141,141.0857700791,170.753,288.6
2021-10-21,146.7004353359,301.7324054356,141.2022062189,171.7505,298.0
2021-10-22,145.9251253016,300.1788855208,136.9035232638,166.7775,303.2266666667
2021-10-25,145.8760550463,299.1788070757,136.7845991723,166.0185,341.62
2021-10-26,146.5434105188,301.1012879702,138.6371280115,168.8035,339.4766666667
2021-10-27,146.0821501187,313.7818942741,145.5128313421,169.6245,345.9533333333
2021-10-28,149.7329771153,314.9276152112,145.1461072609,172.3285,359.0133333333
2021-10-29,147.01448497,321.9864213237,147.3325192188,168.6215,371.3333333333
2021-11-01,146.1901046804,319.8017839436,142.8054422973,165.9055,402.8633333333
2021-11-02,147.2303940934,323.4525557432,144.7316145069,165.6375,390.6666666667
2021-11-03,148.6730596001,324.2972821968,145.8914975916,169.2,404.62
2021-11-04,148.1529148936,326.6664000667,147.5529517398,173.85,409.97
2021-11-05,148.6828736512,326.297439087,148.1346348484,175.9495,407.3633333333
2021-11-08,147.8572945008,327.2004225374,148.3127721904,174.449,387.6466666667
2021-11-09,148.2209424599,326.1906345929,148.2008143637,178.8115,341.1666666667
2021-11-10,145.3805570498,321.1902423674,145.1903928012,174.1025,355.9833333333
2021-11-11,145.3314154337,322.7728907805,145.0640048546,173.625,354.5033333333
2021-11-12,147.415019956,326.9382660518,147.9614734097,176.2575,344.4733333333
2021-11-15,147.4248482792,326.3071485865,147.7365625756,177.284,337.7966666667
2021-11-16,148.4076806011,329.6472164031,147.1633385029,177.035,351.5766666667
2021-11-17,150.8549330825,329.8705348908,147.3335143995,177.45,363.0033333333
2021-11-18,155.1597386523,331.9618938494,149.116380591,184.803,365.46
2021-11-19,157.7937292749,333.7517080278,148.2087758091,183.8285,379.02
2021-11-22,158.2556604661,330.5611697097,145.5969241097,178.6285,385.6233333333
2021-11-23,158.6389650717,328.4698107512,145.0794301552,179.002,369.6766666667
2021-11-24,159.1598662023,328.6935375235,145.4158012257,179.0205,372.0
2021-11-26,154.1179363911,320.6880099753,141.4977748814,175.228,360.64
2021-11-29,157.4890512551,327.4484493993,144.8291422137,178.0785,378.9966666667
2021-11-30,162.4621828037,321.5731898135,141.2136507967,175.3535,381.5866666667
2021-12-01,161.9412816731,321.0771000141,140.3717279399,172.186,365.0
2021-12-02,160.948621028,320.5031922068,142.2770013552,171.868,361.5333333333
2021-12-03,159.0615829701,314.1999335783,141.3171495876,169.4895,338.3233333333
2021-12-06,162.4818394501,317.2931993868,142.4650905041,171.3685,336.3366666667
2021-12-07,168.2412368563,325.7850894835,146.5597614194,176.1645,350.5833333333
2021-12-08,172.0742829115,325.8337257383,147.4723421046,176.158,356.32
2021-12-09,171.5632101041,324.014729807,146.926983091,174.171,334.6
2021-12-10,176.369260158,333.1972547225,147.2882336785,172.212,339.01
2021-12-13,172.7229522439,330.142897918,145.1237156955,169.5675,322.1366666667
2021-12-14,171.3371586701,319.3845583453,143.2134663768,169.0915,319.5033333333
2021-12-15,176.2218353098,325.5224537073,145.7352542245,173.315,325.33
2021-12-16,169.3026957639,316.0383840117,143.7488735836,168.871,308.9733333333
2021-12-17,168.2019235634,314.968386405,141.0419821291,170.0175,310.8566666667
2021-12-20,166.835786636,311.1844857777,140.9245508087,167.079,299.98
2021-12-21,170.0201633588,318.3631969935,142.7810603706,170.417,312.8433333333
2021-12-22,172.6246690118,324.1120023167,145.7093795268,171.037,336.29
2021-12-23,173.2536816977,325.5613627112,146.2084626387,171.0685,355.6666666667
2021-12-27,177.2341526013,333.1097094638,147.1936915137,169.6695,364.6466666667
2021-12-28,176.2120069866,331.9424393474,145.9800686722,170.661,362.8233333333
2021-12-29,176.3004618955,332.6233469153,145.9482228904,169.201,362.0633333333
2021-12-30,175.1407197557,330.0650799102,145.4959132705,168.6445,356.78
2021-12-31,174.5215353929,327.1469046193,144.1539121211,166.717,352.26
2022-01-03,178.885310902,325.619726217,144.2927398262,170.4045,399.9266666667
2022-01-04,176.6149682385,320.0362841603,143.7035928626,167.522,383.1966666667
2022-01-05,171.91702974,307.7507661853,137.111018436,164.357,362.7066666667
2022-01-06,169.0471593602,305.3189534428,137.0836509672,163.254,354.9
2022-01-07,169.2142408549,305.4745894584,136.3566714792,162.554,342.32
2022-01-10,169.2338975013,305.6983162307,138.0012075559,161.486,352.7066666667
2022-01-11,172.0742829115,306.3889510495,139.062567753,165.362,354.8
2022-01-12,172.5165574564,309.5892166186,140.7489014183,165.207,368.74
2022-01-13,169.2338975013,296.4866095622,137.9191051496,161.214,343.8533333333
2022-01-14,170.0987899446,301.7393250859,138.8082990888,162.138,349.87
2022-01-18,166.8849282521,294.3952506037,135.3425823644,158.9175,343.5033333333
2022-01-19,163.376216863,295.0567036696,134.4653305934,156.299,331.8833333333
2022-01-20,161.6857452694,293.3738892518,132.66504874,151.6675,332.09
2022-01-21,159.6217973935,287.9558104616,129.7232946446,142.643,314.6333333333
2022-01-24,158.8453598593,288.2865369946,130.1736139031,144.544,310.0
2022-01-25,157.036948387,280.6214632303,126.3232598452,139.986,306.1333333333
2022-01-26,156.9484934781,288.6172635275,128.610185052,138.8725,312.47
2022-01-27,156.4865622868,291.6618930811,128.3832838565,139.6375,276.3666666667
2022-01-28,167.4058293827,299.8522383978,132.7083390997,143.978,282.1166666667
2022-01-31,171.779433215,302.4980506616,134.6514293809,149.5735,312.24
2022-02-01,171.6123517202,300.3386009463,136.9806497667,151.1935,310.4166666667
2022-02-02,172.8212354761,304.9104089021,147.2867409075,150.6125,301.8866666667
2022-02-03,169.9317084499,293.0334354679,142.4004037598,138.8455,297.0466666667
2022-02-04,169.6466870765,297.5955161728,142.6024254382,157.6395,307.7733333333
2022-02-07,168.9283038666,292.7416179388,138.5301460882,157.9355,302.4466666667
2022-02-08,172.0478583537,296.2531555389,138.7271918632,161.4135,307.3333333333
2022-02-09,173.4747839077,302.7217774339,140.9096230984,161.1895,310.6666666667
2022-02-10,169.3809836975,294.1326148275,137.9519461121,159.0035,301.5166666667
2022-02-11,165.9563623678,286.9928126156,133.6353499048,153.2935,286.6666666667
2022-02-14,166.1925431491,286.9539036117,134.8728570826,155.167,291.92
2022-02-15,170.0403217121,292.2747098922,135.9501401706,156.5105,307.4766666667
2022-02-16,169.8041409308,291.9342561083,137.0741967507,158.1005,307.7966666667
2022-02-17,166.1925431491,283.3857972566,131.900252386,154.6525,292.1166666667
2022-02-18,164.6376863385,280.6565287521,129.7745464497,152.6015,285.66
2022-02-22,161.7051083033,280.4518336143,129.1878874378,150.1975,273.8433333333
2022-02-23,157.5227403001,273.1900299147,126.9731128304,144.827,254.68
2022-02-24,160.1502514927,287.1482888379,132.0515198497,151.358,266.9233333333
2022-02-25,162.2266741955,289.7995782422,133.8114968854,153.7885,269.9566666667
2022-02-28,162.4923775745,291.2421915946,134.4061173428,153.563,290.1433333333
2022-03-01,160.6029313237,287.4991947884,133.4154149741,151.142,288.1233333333
2022-03-02,163.9094622627,292.6068258469,133.9229571218,152.0525,293.2966666667
2022-03-03,163.5847136883,288.4446913775,133.2541957036,147.8985,279.7633333333
2022-03-04,160.573408726,282.5377745427,131.2708006048,145.641,279.43
2022-03-07,156.7649936266,271.8643852126,125.7694417958,137.453,268.1933333333
2022-03-08,154.9345925711,268.8816846326,126.4919429708,136.0145,274.8
2022-03-09,160.3569096764,281.2121298405,132.7770065667,139.279,286.3233333333
2022-03-10,155.9974060872,278.3756400733,131.7912801014,146.8175,279.4333333333
2022-03-11,152.2677179149,272.9950821644,129.2446127366,145.5245,265.1166666667
2022-03-14,148.2231220341,269.4567804961,125.3440020543,141.853,255.4566666667
2022-03-15,152.6219890869,279.8962325258,128.5753537281,147.3665,267.2966666667
2022-03-16,157.0503787374,286.9533410875,132.6381788616,153.104,280.0766666667
2022-03-17,158.0639879241,287.7623742514,133.1939872724,157.239,290.5333333333
2022-03-18,161.3705188631,292.8407631473,135.4694679013,161.2505,301.7966666667
2022-03-21,162.7482400877,291.6028449327,135.445583565,161.4915,307.0533333333
2022-03-22,166.1334979538,296.3790648156,139.193931603,164.889,331.3266666667
2022-03-23,167.5013783125,291.9245087208,137.6091063672,163.408,333.0366666667
2022-03-24,171.299952546,296.4180543657,140.8897194848,163.6495,337.9733333333
2022-03-25,171.9396088289,296.00866409,140.9902327337,164.7735,336.88
2022-03-28,172.8056050272,302.8513301263,140.7737809354,168.9905,363.9466666667
2022-03-29,176.1121359662,307.4423496464,141.8187206513,169.315,366.5233333333
2022-03-30,174.9410729253,305.9315045814,141.2544532047,166.301,364.6633333333
2022-03-31,171.8313593041,300.52170451,138.3972894672,162.9975,359.2
2022-04-01,171.5361333274,301.6036645243,139.4750701456,163.56,361.53
2022-04-04,175.6004109399,307.0134645957,142.282474849,168.3465,381.8166666667
2022-04-05,172.2741982691,303.0267831016,139.9134472359,164.055,363.7533333333
2022-04-06,169.0955985867,291.9342561083,135.8899317394,158.756,348.5866666667
2022-04-07,169.4006654293,293.7570175738,135.2336100797,157.7845,352.42
2022-04-08,167.3832879218,289.4681670667,132.6451451264,154.4605,341.83
2022-04-11,163.1123521256,278.0539762853,128.2026585628,151.122,325.31
2022-04-12,164.9919575106,274.9348122801,127.0990031867,150.7875,328.9833333333
2022-04-13,167.6883547644,280.3543597391,129.2679994827,155.541,340.79
2022-04-14,162.6596722947,272.761144864,126.1192478054,151.7065,328.3333333333
2022-04-18,162.4431732451,273.4337146027,127.0611863207,152.785,334.7633333333
2022-04-19,164.7360949974,278.0929658354,129.3824452611,158.1155,342.7166666667
2022-04-20,164.5688002773,279.1261889121,127.4229344986,153.998,325.7333333333
2022-04-21,163.7716901402,273.7163888406,124.2129792094,148.296,336.26
2022-04-22,159.2153692332,267.1076601047,119.0589384583,144.35,335.0166666667
2022-04-25,160.2880236152,273.628662353,122.4808672327,146.074,332.6733333333
2022-04-26,154.3047771541,263.393905461,118.0781878964,139.391,292.14
2022-04-27,154.0784372386,276.065509232,113.7436784368,138.167,293.8366666667
2022-04-28,161.0359294228,282.3135846299,117.9513023595,144.5965,292.5033333333
2022-04-29,155.1412507548,270.5094983478,113.5595700107,124.2815,290.2533333333
2022-05-02,155.4463175973,277.2839326715,116.0211494271,124.5,300.98
2022-05-03,156.9421292126,274.6618854297,116.7685301192,124.2535,303.0833333333
2022-05-04,163.3780555046,282.6547431929,121.6717853384,125.9285,317.54
2022-05-05,154.2752545564,270.34379276,115.9440229243,116.407,291.0933333333
2022-05-06,155.0034786323,267.7899772308,115.1886807868,114.7725,288.55
2022-05-09,149.8590345933,257.8963789019,111.9687736908,108.789,262.37
2022-05-10,152.2735725043,262.6920935599,113.8436940953,108.859,266.68
2022-05-11,144.3795118237,253.9681817329,113.055013405,105.372,244.6666666667
2022-05-12,140.4965406525,248.8995402245,112.3001688578,106.9305,242.6666666667
2022-05-13,144.9806824873,254.5237828213,115.4912157141,113.055,256.53
2022-05-16,143.4334071728,254.894183547,113.8934531294,110.8105,241.4566666667
2022-05-17,147.0798521814,260.0797937055,115.9116795521,115.3685,253.87
2022-05-18,138.7817259728,248.265960036,111.3602207039,107.1125,236.6033333333
2022-05-19,135.3619518702,247.3474697871,109.8520243806,107.319,236.4733333333
2022-05-20,135.5984780329,246.7807417612,108.3831376942,107.591,221.3
2022-05-23,141.0385797754,254.6856206052,110.9507038533,107.557,224.9666666667
2022-05-24,138.3283841609,253.6791898006,105.4592968511,104.1,209.3866666667
2022-05-25,138.4860682694,256.5128299301,105.2950920386,106.775,219.6
2022-05-26,141.6988819796,259.8154863569,107.2730136437,111.0775,235.91
2022-05-27,147.4740624526,266.9875272364,111.7752110482,115.1465,253.21
2022-05-31,146.6856419102,265.6488765546,113.2137447237,120.2095,252.7533333333
2022-06-01,146.557523572,266.1862910619,113.3431182124,121.684,246.79
2022-06-02,149.021337767,268.2968643997,117.0556397459,125.511,258.3333333333
2022-06-03,143.2757230644,263.8412095754,113.9889904749,122.35,234.5166666667
2022-06-06,144.0247225796,262.6002706221,116.257504839,124.79,238.28
2022-06-07,146.557523572,266.2644604448,116.5849192834,123.0,238.8866666667
2022-06-08,145.8183793135,264.222285317,116.6292048237,121.18,241.8666666667
2022-06-09,140.5753827067,258.7308861694,114.2820711857,116.15,239.7066666667
2022-06-10,135.1451362211,247.2009021942,110.6257773607,109.65,232.23
2022-06-13,129.9711264117,236.716433715,105.8797606892,103.67,215.7366666667
2022-06-14,130.8383890083,238.8954052629,106.2012040494,102.31,220.89
2022-06-15,133.4697425685,245.9990479324,109.2355099482,107.67,233.0
2022-06-16,128.1774696778,239.3644215602,105.5224908244,103.66,213.1
2022-06-17,129.6557581947,241.9830958868,106.6271413812,106.22,216.76
2022-06-21,133.9033738668,247.9337401587,111.0064339715,108.68,237.0366666667
2022-06-22,133.3909005143,247.3376986143,110.950206263,108.95,236.0866666667
2022-06-23,136.2686354939,252.9365806632,111.7010700874,112.44,235.07
2022-06-24,139.6095675423,261.5742974718,117.4064409362,116.46,245.7066666667
2022-06-27,139.6095675423,258.828597898,115.2752615061,113.22,244.92
2022-06-28,135.4506491812,250.6110415225,111.4677002175,107.4,232.6633333333
2022-06-29,137.2147401448,254.3045448637,111.1631749289,108.92,228.49
2022-06-30,134.7410706931,250.9530325726,108.4378726317,106.21,224.4733333333
2022-07-01,136.9190824414,253.6401051092,108.213459388,109.56,227.2633333333
2022-07-05,139.5110149745,256.8352786345,112.7171495635,113.5,233.0666666667
2022-07-06,140.8513298965,260.1183927156,114.019841076,114.33,231.7333333333
2022-07-07,144.231682972,262.258279572,118.2105469271,116.33,244.5433333333
